 ;Feeder On;Feedrate;Totalizer 1;Totalizer 2;Totalizer 3;;;;;;
2019-08-01 07:51:03;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 07:52:03;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 07:53:03;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 07:54:03;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 07:55:03;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 07:56:03;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 07:57:03;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 07:58:03;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 07:59:03;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 08:00:04;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 08:01:04;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 08:02:04;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 08:03:04;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 08:04:04;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 08:05:04;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 08:06:04;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 08:07:04;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 08:08:00;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 08:09:00;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 08:10:00;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 08:11:00;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 08:12:00;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 08:13:00;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 08:14:00;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 08:15:00;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 08:16:00;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 08:17:00;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 08:18:00;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 08:19:01;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 08:20:01;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 08:21:01;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 08:22:01;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 08:23:01;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 08:24:01;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 08:25:01;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 08:26:01;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 08:27:01;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 08:28:01;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 08:29:02;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 08:30:02;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 08:31:02;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 08:32:02;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 08:33:02;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 08:34:02;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 08:35:02;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 08:36:02;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 08:37:02;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 08:38:02;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 08:39:02;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 08:40:02;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 08:41:03;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 08:42:03;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 08:43:03;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 08:44:03;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 08:45:03;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 08:46:03;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 08:47:03;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 08:48:03;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 08:49:03;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 08:50:03;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 08:51:03;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 08:52:03;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 08:53:04;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 08:54:04;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 08:55:04;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 08:56:04;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 08:57:04;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 08:58:04;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 08:59:04;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 09:00:04;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 09:01:04;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 09:02:04;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 09:03:04;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 09:04:00;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 09:05:00;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 09:06:00;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 09:07:00;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 09:08:00;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 09:09:00;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 09:10:00;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 09:11:00;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 09:12:00;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 09:13:00;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 09:14:00;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 09:15:00;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 09:16:01;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 09:17:01;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 09:18:01;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 09:19:01;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 09:20:01;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 09:21:01;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 09:22:01;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 09:23:01;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 09:24:01;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 09:25:01;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 09:26:01;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 09:27:02;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 09:28:02;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 09:29:02;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 09:30:02;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 09:31:02;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 09:32:02;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 09:33:02;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 09:34:02;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 09:35:02;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 09:36:03;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 09:37:03;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 09:38:03;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 09:39:03;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 09:40:03;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 09:41:03;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 09:42:03;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 09:43:03;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 09:44:03;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 09:45:03;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 09:46:03;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 09:47:04;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 09:48:04;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 09:49:04;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 09:50:04;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 09:51:04;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 09:52:04;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 09:53:04;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 09:54:04;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 09:55:04;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 09:56:04;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 09:57:04;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 09:58:00;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 09:59:00;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 10:00:00;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 10:01:00;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 10:02:00;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 10:03:00;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 10:04:00;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 10:05:00;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 10:06:01;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 10:07:01;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 10:08:01;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 10:09:01;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 10:10:01;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 10:11:01;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 10:12:01;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 10:13:01;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 10:14:02;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 10:15:02;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 10:16:02;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 10:17:02;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 10:18:02;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 10:19:02;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 10:20:02;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 10:21:02;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 10:22:02;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 10:23:03;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 10:24:03;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 10:25:03;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 10:26:03;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 10:27:03;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 10:28:03;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 10:29:03;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 10:30:03;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 10:31:03;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 10:32:03;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 10:33:04;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 10:34:04;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 10:35:04;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 10:36:04;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 10:37:04;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 10:38:04;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 10:39:04;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 10:40:04;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 10:41:04;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 10:42:04;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 10:43:04;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 10:43:59;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 10:45:00;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 10:46:00;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 10:47:00;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 10:48:00;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 10:49:00;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 10:50:00;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 10:51:00;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 10:52:00;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 10:53:00;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 10:54:01;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 10:55:01;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 10:56:01;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 10:57:01;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 10:58:01;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 10:59:01;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 11:00:01;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 11:01:01;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 11:02:01;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 11:03:01;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 11:04:01;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 11:05:01;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 11:06:01;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 11:07:02;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 11:08:02;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 11:09:02;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 11:10:02;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 11:11:02;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 11:12:02;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 11:13:02;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 11:14:02;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 11:15:02;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 11:16:02;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 11:17:02;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 11:18:02;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 11:19:02;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 11:20:03;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 11:21:03;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 11:22:03;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 11:23:03;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 11:24:03;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 11:25:03;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 11:26:03;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 11:27:03;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 11:28:03;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 11:29:03;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 11:30:03;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 11:31:04;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 11:32:04;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 11:33:04;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 11:34:04;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 11:35:04;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 11:36:04;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 11:37:04;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 11:38:04;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 11:39:04;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 11:40:04;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 11:41:04;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 11:41:59;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 11:43:00;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 11:44:00;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 11:45:00;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 11:46:00;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 11:47:00;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 11:48:00;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 11:49:00;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 11:50:00;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 11:51:00;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 11:52:00;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 11:53:00;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 11:54:01;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 11:55:01;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 11:56:01;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 11:57:01;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 11:58:01;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 11:59:01;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 12:00:01;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 12:01:01;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 12:02:01;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 12:03:02;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 12:04:02;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 12:05:02;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 12:06:02;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 12:07:02;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 12:08:02;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 12:09:02;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 12:10:02;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 12:11:02;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 12:12:02;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 12:13:03;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 12:14:03;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 12:15:03;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 12:16:03;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 12:17:03;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 12:18:03;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 12:19:03;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 12:20:03;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 12:21:03;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 12:22:03;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 12:23:04;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 12:24:04;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 12:25:04;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 12:26:04;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 12:27:04;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 12:28:04;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 12:29:04;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 12:30:04;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 12:31:04;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 12:32:04;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 12:32:59;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 12:34:00;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 12:35:00;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 12:36:00;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 12:37:00;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 12:38:00;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 12:39:00;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 12:40:00;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 12:41:00;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 12:42:00;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 12:43:01;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 12:44:01;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 12:45:01;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 12:46:01;0;           0;     2392722;     2392722;     2392722;;;;;;
2019-08-01 12:47:01;0;           0;     2392722;     2392722;     2392722;;;;;;
